     mchi           x            b             tau            c           u,d,s         top            Z             W         Z no prompt   W no prompt
 0.10000E+02   0.32276E+00   0.18614E+00   0.26557E+00   0.73862E-01   0.17323E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.32760E+00   0.17950E+00   0.26322E+00   0.70545E-01   0.16609E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.33251E+00   0.17292E+00   0.26082E+00   0.67303E-01   0.15898E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.33749E+00   0.16639E+00   0.25837E+00   0.64137E-01   0.15190E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.34255E+00   0.15993E+00   0.25586E+00   0.61048E-01   0.14487E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.34769E+00   0.15353E+00   0.25329E+00   0.58037E-01   0.13790E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.35290E+00   0.14720E+00   0.25067E+00   0.55107E-01   0.13100E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.35819E+00   0.14095E+00   0.24799E+00   0.52257E-01   0.12420E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.36356E+00   0.13477E+00   0.24525E+00   0.49489E-01   0.11749E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.36901E+00   0.12867E+00   0.24245E+00   0.46805E-01   0.11091E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.37454E+00   0.12266E+00   0.23960E+00   0.44203E-01   0.10445E-04   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.38015E+00   0.11674E+00   0.23668E+00   0.41686E-01   0.98137E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.38585E+00   0.11091E+00   0.23370E+00   0.39254E-01   0.91982E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.39164E+00   0.10520E+00   0.23067E+00   0.36907E-01   0.85994E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.39751E+00   0.99588E-01   0.22757E+00   0.34644E-01   0.80186E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.40347E+00   0.94097E-01   0.22440E+00   0.32467E-01   0.74569E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.40952E+00   0.88729E-01   0.22118E+00   0.30375E-01   0.69150E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.41565E+00   0.83491E-01   0.21789E+00   0.28368E-01   0.63939E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.42189E+00   0.78389E-01   0.21454E+00   0.26445E-01   0.58943E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.42821E+00   0.73428E-01   0.21112E+00   0.24606E-01   0.54167E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.43463E+00   0.68616E-01   0.20765E+00   0.22851E-01   0.49617E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.44114E+00   0.63958E-01   0.20411E+00   0.21177E-01   0.45297E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
 0.10000E+02   0.44776E+00   0.59459E-01   0.20050E+00   0.19585E-01   0.41208E-05   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00   0.00000E+00
